user_id,recomm_items,true_items
305037,"466, 370, 913, 600, 9996, 1330, 592, 167762, 438, 506, 427, 468, 10168, 2874, 1683, 602, 1001, 660, 492, 167844",786
361441,"786, 867, 696, 422, 456, 1248, 454, 886, 10335, 512, 167775, 492, 9665, 457, 1024, 497, 494, 743, 924, 599",454
37212,"456, 471, 522, 422, 167847, 887, 828, 167706, 1855, 687, 492, 957, 418, 430, 168644, 457, 645, 599, 813, 167865",167790
45368,"443, 457, 1322, 1248, 733, 602, 167847, 9665, 2549, 458, 1362, 167844, 647, 167775, 540, 1018, 1539, 449, 454, 386",1322
361421,"1018, 466, 528, 512, 468, 167762, 1979, 506, 470, 541, 913, 1362, 2832, 724, 820, 1410, 1855, 384, 743, 696",1018
265651,"786, 525, 458, 828, 468, 428, 640, 648, 813, 167844, 540, 449, 748, 471, 445, 924, 454, 386, 384, 769",403
90260,"412, 887, 602, 418, 1248, 167844, 458, 600, 647, 687, 9665, 167946, 443, 10405, 167846, 403, 370, 384, 168653, 439",887
155080,"466, 390, 976, 471, 1132, 1730, 913, 733, 10335, 470, 1330, 724, 474, 9933, 168644, 3103, 168046, 1048, 1266, 167847",180615
161638,"2168, 456, 646, 1922, 458, 1551, 828, 167872, 1248, 471, 887, 1362, 1269, 1905, 3213, 167926, 560, 1310, 3104, 168177",418
17332,"466, 492, 602, 370, 9996, 600, 1330, 1539, 506, 2874, 10168, 913, 438, 167762, 427, 1683, 449, 1018, 436, 468",466
283735,"887, 786, 645, 687, 9996, 168639, 646, 412, 454, 602, 428, 9704, 1786, 886, 370, 1517, 168007, 592, 2921, 682",887
231238,"418, 168639, 370, 492, 600, 412, 660, 506, 403, 512, 443, 11578, 468, 2539, 2622, 167762, 168007, 724, 592, 733",786
361505,"3213, 449, 1362, 646, 454, 492, 602, 471, 687, 1269, 1066, 9704, 481, 371, 696, 9665, 3158, 560, 596, 1551",2501
361506,"418, 168639, 370, 660, 724, 492, 506, 443, 403, 412, 11578, 600, 527, 468, 167847, 733, 2534, 167831, 512, 2539",418
195509,"602, 887, 466, 9996, 886, 456, 419, 646, 370, 449, 786, 592, 168177, 1362, 3213, 957, 645, 1248, 168007, 1330",10122
34908,"913, 466, 1248, 1001, 449, 471, 613, 886, 1070, 540, 2549, 645, 1922, 10335, 500, 168644, 438, 1855, 527, 389",12504
126885,"418, 168639, 468, 653, 540, 644, 660, 370, 445, 442, 1330, 9619, 390, 1058, 168177, 2316, 647, 724, 512, 383",733
330777,"466, 646, 492, 370, 602, 600, 9621, 3213, 2485, 520, 1330, 167790, 1539, 506, 3106, 9996, 167762, 474, 957, 512",466
283252,"786, 456, 696, 602, 10335, 1263, 600, 1330, 438, 644, 443, 769, 2916, 1124, 9619, 445, 511, 2696, 454, 1269",181264
343577,"886, 10335, 2469, 648, 1248, 696, 1330, 471, 528, 167775, 428, 748, 10357, 560, 443, 640, 389, 449, 10168, 559",2565
343637,"886, 456, 1330, 10335, 561, 540, 1362, 370, 9713, 1797, 167775, 470, 647, 724, 1248, 168177, 492, 10357, 443, 449",2988
23816,"1269, 3213, 10335, 687, 644, 492, 9933, 1362, 456, 646, 168639, 449, 9665, 390, 481, 454, 724, 3055, 1310, 886",442
361555,"1269, 3213, 10335, 492, 9933, 687, 168639, 644, 456, 1362, 449, 646, 481, 390, 167844, 9665, 3055, 1310, 540, 886",412
162892,"786, 660, 470, 456, 522, 9769, 1539, 1120, 167775, 1551, 1132, 383, 573, 520, 442, 167926, 181971, 449, 10168, 167847",9769
243440,"1248, 466, 906, 913, 386, 1922, 1539, 1342, 10168, 696, 645, 1066, 9996, 1105, 2874, 1266, 436, 1812, 1396, 427",1248
341474,"565, 442, 1400, 546, 492, 412, 168644, 1132, 466, 602, 1058, 599, 436, 1363, 1730, 2921, 769, 494, 688, 9933",10604
272394,"3172, 168639, 509, 418, 1132, 168177, 538, 1330, 924, 546, 3106, 470, 522, 1120, 180677, 12142, 12675, 514, 541, 2789",2525
43413,"887, 786, 646, 687, 602, 645, 9996, 412, 9704, 428, 1342, 2921, 1786, 1922, 1517, 454, 886, 444, 1266, 592",167762
305504,"786, 466, 602, 886, 456, 497, 9933, 573, 12552, 167847, 9704, 514, 957, 473, 492, 974, 2448, 181147, 471, 167775",813
22694,"466, 418, 436, 370, 1248, 915, 499, 1539, 600, 442, 443, 602, 3213, 167926, 724, 660, 1001, 2874, 492, 168177",9996
137922,"466, 468, 1330, 167844, 424, 370, 600, 390, 168177, 602, 445, 474, 10168, 9621, 957, 733, 2485, 492, 442, 422",383
266571,"687, 887, 645, 3213, 9665, 449, 9996, 471, 1643, 167844, 1855, 1269, 724, 1120, 481, 412, 371, 167872, 2564, 528",454
361594,"466, 442, 449, 10168, 540, 10827, 528, 10335, 12552, 458, 1362, 1730, 9996, 660, 470, 724, 436, 1539, 167946, 370",167663
361596,"466, 370, 1330, 600, 913, 9996, 449, 2874, 602, 438, 1001, 1683, 474, 468, 10168, 492, 1539, 427, 506, 167762",466
87209,"786, 887, 10335, 602, 522, 525, 2921, 1248, 514, 428, 1198, 455, 167946, 439, 9704, 167847, 454, 914, 371, 867",180462
298216,"468, 456, 10335, 386, 418, 540, 470, 1539, 167847, 818, 167831, 733, 167844, 422, 1130, 424, 168639, 648, 504, 473",483
361591,"886, 1330, 167775, 10335, 449, 887, 9996, 1248, 646, 546, 648, 492, 419, 466, 9665, 602, 471, 913, 439, 573",886
195738,"371, 786, 522, 3213, 454, 167844, 438, 468, 167847, 512, 1266, 470, 1410, 168653, 506, 9713, 168213, 600, 442, 724",386
40550,"10335, 443, 786, 470, 733, 418, 1816, 3104, 2840, 10357, 1330, 886, 449, 3213, 682, 505, 2469, 1907, 2549, 3106",443
128693,"786, 455, 470, 10335, 428, 386, 1120, 696, 167847, 379, 514, 458, 167865, 2374, 1167, 168201, 1193, 2539, 1070, 2469",169022
103281,"696, 456, 466, 9996, 9704, 1330, 875, 1266, 644, 167800, 3213, 527, 438, 906, 1066, 1169, 167847, 1979, 473, 1248",1656
225315,"471, 540, 648, 546, 1132, 1248, 390, 1797, 2316, 886, 10357, 646, 1310, 512, 168639, 167775, 952, 1905, 1539, 1066",786
241993,"786, 867, 10335, 696, 422, 167775, 886, 648, 495, 456, 9665, 438, 168644, 512, 497, 500, 644, 599, 494, 542",443
341932,"886, 1248, 9996, 1330, 449, 167775, 10335, 540, 546, 924, 648, 419, 456, 646, 602, 454, 1362, 1797, 913, 384",418
145680,"786, 442, 390, 422, 167847, 492, 454, 1066, 386, 436, 724, 1400, 1000, 418, 905, 168639, 168072, 828, 2155, 522",2482
325117,"436, 786, 1248, 370, 528, 466, 1539, 522, 167846, 1294, 471, 168177, 1266, 616, 2874, 9933, 468, 167865, 884, 1396",1266
294560,"602, 786, 456, 466, 383, 492, 1797, 442, 468, 906, 422, 3103, 454, 957, 430, 1342, 3213, 10168, 506, 1198",2706
361710,"924, 167844, 540, 506, 492, 645, 168639, 384, 886, 454, 9996, 1248, 168942, 2534, 813, 887, 168177, 168301, 592, 743",168750
30993,"443, 1330, 386, 466, 384, 1266, 10228, 818, 12675, 1066, 759, 168756, 168639, 10438, 696, 424, 1018, 458, 3103, 1352",1962
49078,"456, 540, 443, 1066, 458, 167847, 386, 1330, 974, 561, 168639, 457, 168596, 646, 2316, 424, 907, 12675, 2485, 10670",9757
84490,"436, 370, 786, 1248, 466, 528, 167846, 522, 468, 1539, 471, 616, 602, 884, 442, 2525, 2874, 167865, 1396, 1294",602
361711,"454, 786, 887, 3213, 458, 757, 600, 592, 370, 422, 390, 1400, 385, 456, 168639, 1797, 1041, 9704, 167790, 525",475
316078,"540, 168639, 471, 456, 458, 443, 528, 769, 644, 647, 646, 1248, 541, 370, 924, 886, 492, 10168, 384, 1805",540
357165,"540, 168639, 1248, 471, 449, 528, 769, 924, 886, 646, 10168, 541, 1805, 168177, 644, 458, 443, 167946, 402, 384",540
228307,"390, 471, 442, 168639, 458, 454, 724, 470, 733, 386, 1380, 512, 506, 906, 1132, 1248, 757, 466, 167762, 1812",522
361725,"390, 471, 442, 168639, 454, 733, 1380, 458, 386, 506, 468, 757, 1132, 167762, 9704, 724, 512, 906, 470, 600",167844
357973,"643, 696, 1248, 370, 471, 1066, 660, 470, 514, 458, 3102, 167790, 1362, 438, 646, 886, 1076, 645, 168596, 512",643
361754,"390, 442, 471, 168639, 458, 506, 454, 1380, 724, 386, 470, 813, 733, 512, 468, 757, 579, 1132, 1797, 418",886
201677,"512, 757, 471, 592, 370, 9621, 1248, 600, 492, 390, 418, 168177, 506, 646, 695, 660, 454, 168639, 168653, 1066",600
104328,"786, 10335, 887, 602, 456, 10168, 454, 525, 2921, 9704, 1198, 428, 167946, 522, 1290, 386, 1517, 439, 1907, 867",3102
131106,"466, 913, 1330, 167762, 600, 9996, 492, 2874, 1539, 1001, 370, 427, 449, 602, 777, 645, 438, 1683, 474, 2485",466
361783,"887, 786, 645, 646, 687, 412, 9996, 602, 1786, 592, 9704, 682, 2921, 168942, 1922, 1517, 1342, 454, 428, 168007",1266
326564,"370, 660, 466, 696, 2962, 436, 599, 167831, 412, 403, 1066, 500, 422, 1855, 168177, 438, 168308, 908, 1683, 10335",1997
258412,"443, 458, 786, 1132, 167846, 167861, 1266, 457, 470, 468, 10357, 646, 3103, 1248, 2994, 2485, 390, 733, 974, 474",10553
28353,"466, 1330, 913, 600, 602, 468, 2874, 167844, 167762, 438, 370, 436, 957, 1001, 2485, 167775, 1018, 427, 1539, 1683",466
278797,"466, 492, 887, 442, 602, 412, 168754, 418, 1363, 924, 167775, 647, 600, 167844, 474, 599, 738, 167847, 403, 506",719
361586,"786, 466, 602, 468, 600, 10168, 924, 914, 1248, 500, 498, 1001, 1410, 9996, 436, 370, 2874, 448, 3103, 167844",468
25354,"456, 422, 370, 644, 468, 696, 1058, 430, 1933, 875, 474, 512, 2331, 384, 492, 687, 1266, 828, 808, 1066",168758
361819,"390, 442, 471, 168639, 512, 468, 733, 386, 1380, 458, 454, 506, 470, 600, 813, 724, 167847, 418, 167762, 1310",620
321444,"466, 167775, 748, 506, 370, 1400, 696, 427, 600, 1797, 442, 386, 2874, 390, 468, 9621, 473, 1018, 168848, 403",466
84406,"442, 738, 599, 470, 167847, 458, 828, 1396, 167790, 430, 648, 506, 466, 2272, 167831, 759, 541, 813, 2374, 818",738
210941,"466, 370, 438, 506, 1330, 600, 913, 9996, 2874, 492, 1539, 1683, 427, 167762, 1001, 10168, 436, 468, 724, 167790",646
243220,"733, 1330, 470, 10335, 390, 600, 474, 522, 167775, 386, 1400, 418, 2485, 468, 167762, 1048, 424, 167847, 1058, 1193",167855
41192,"887, 1248, 167775, 10444, 592, 457, 167844, 9665, 168942, 743, 167926, 1922, 913, 559, 1106, 1396, 828, 522, 168177, 10357",168399
188304,"645, 786, 733, 466, 390, 1551, 602, 887, 538, 592, 448, 422, 443, 2485, 470, 913, 1922, 522, 906, 907",444
361823,"887, 370, 528, 647, 514, 167779, 2316, 168177, 167846, 1248, 3102, 168639, 428, 168596, 645, 1362, 412, 696, 813, 1120",181869
81364,"512, 1248, 696, 646, 418, 672, 759, 1648, 613, 592, 390, 168177, 820, 492, 2832, 9621, 167775, 1228, 471, 1018",786
331868,"887, 9704, 645, 168639, 786, 696, 454, 644, 390, 602, 1066, 386, 12552, 168596, 724, 2539, 506, 3102, 168304, 1362",410
311776,"1248, 646, 512, 506, 9704, 613, 1266, 386, 492, 466, 1539, 2980, 1066, 1399, 1812, 167762, 696, 494, 2907, 168550",180321
201525,"813, 828, 470, 167847, 769, 471, 390, 12552, 472, 540, 442, 9996, 168309, 2098, 579, 456, 428, 687, 3102, 167775",466
361852,"466, 1330, 913, 167762, 600, 9996, 506, 370, 2874, 438, 449, 492, 1018, 1539, 1683, 1001, 10168, 2485, 436, 474",466
361857,"1979, 167846, 454, 743, 887, 786, 449, 696, 1730, 915, 1018, 471, 445, 384, 908, 168217, 906, 2485, 10211, 645",390
361878,"1269, 3213, 687, 9933, 168639, 492, 644, 646, 456, 9665, 1362, 10335, 481, 449, 1310, 471, 724, 390, 167844, 1248",442
361891,"540, 168639, 1248, 471, 10168, 384, 886, 528, 449, 769, 458, 443, 924, 1805, 541, 644, 525, 402, 168177, 1266",540
28211,"454, 1248, 1539, 370, 1066, 613, 643, 167790, 512, 167775, 660, 559, 886, 473, 402, 520, 540, 9996, 500, 887",2841
361892,"733, 418, 600, 390, 470, 1058, 2485, 474, 424, 386, 499, 506, 538, 167762, 1193, 2488, 493, 481, 3238, 2555",1516
293909,"428, 786, 887, 458, 167926, 470, 449, 2565, 390, 525, 648, 769, 454, 386, 9704, 494, 2921, 456, 1266, 1120",428
244689,"1979, 454, 167846, 743, 1018, 696, 9996, 886, 424, 384, 466, 449, 445, 915, 908, 168217, 644, 1797, 744, 724",9825
273734,"602, 786, 887, 419, 646, 456, 886, 1248, 9933, 418, 497, 412, 443, 10335, 957, 168644, 682, 436, 1266, 167846",180349
197855,"466, 602, 600, 492, 370, 506, 167762, 1330, 438, 9996, 913, 957, 2874, 167844, 474, 427, 10168, 1683, 1018, 1400",525
240767,"443, 1248, 458, 418, 602, 470, 733, 1266, 1362, 167846, 168639, 412, 3154, 168007, 9665, 2564, 538, 540, 442, 3104",506
318949,"786, 646, 886, 167775, 660, 520, 370, 600, 733, 470, 2953, 1363, 442, 473, 168653, 1058, 1330, 506, 167762, 181147",10553
361987,"1855, 466, 914, 786, 418, 471, 506, 167831, 645, 167775, 386, 1001, 1018, 1400, 2098, 813, 724, 168942, 888, 559",786
136016,"443, 1248, 418, 602, 458, 470, 168639, 167846, 412, 168007, 1362, 540, 1266, 733, 10357, 3154, 3030, 3104, 3213, 974",2988
35918,"913, 466, 1248, 1001, 886, 645, 2549, 613, 527, 168644, 1070, 1922, 500, 10335, 647, 592, 599, 167775, 449, 1599",769
18143,"1362, 613, 646, 3213, 512, 592, 168177, 886, 1066, 443, 528, 449, 1269, 1539, 1551, 454, 168596, 12639, 370, 181971",3076
149562,"466, 2874, 786, 436, 696, 390, 512, 506, 9704, 167847, 600, 167762, 386, 813, 887, 1396, 924, 694, 424, 913",527
52917,"786, 1979, 466, 602, 696, 454, 167846, 887, 9704, 886, 9825, 1330, 1069, 1018, 957, 473, 419, 168483, 422, 9996",1979
117982,"498, 466, 449, 386, 786, 167844, 1400, 1248, 1396, 9665, 10168, 412, 913, 167762, 12675, 509, 474, 497, 528, 538",1342
362030,"466, 1330, 370, 600, 913, 9996, 602, 474, 438, 2874, 427, 449, 2485, 468, 167790, 167844, 1683, 10168, 492, 1539",168458
242661,"12675, 386, 1248, 180475, 412, 384, 1551, 167847, 887, 10168, 9665, 2565, 167983, 443, 499, 1067, 168639, 180539, 9933, 560",168374
356087,"786, 887, 1248, 471, 646, 9704, 512, 1266, 813, 540, 1922, 386, 769, 167847, 12332, 389, 436, 449, 3213, 428",10120
271207,"786, 10335, 454, 456, 9704, 914, 1248, 696, 386, 602, 422, 887, 1907, 1026, 1198, 2921, 867, 449, 167946, 828",599
362083,"456, 10335, 1330, 599, 167847, 167775, 9619, 12617, 438, 886, 2789, 168644, 3106, 422, 2098, 1797, 696, 1342, 383, 1922",2008
42672,"733, 390, 10335, 418, 600, 474, 1132, 1400, 167775, 443, 470, 2485, 1058, 1330, 1048, 538, 1158, 386, 167762, 424",2403
261571,"1539, 466, 473, 492, 167775, 613, 436, 9552, 743, 517, 1797, 500, 1693, 1308, 660, 2874, 2509, 2316, 818, 168177",10344
83882,"456, 422, 514, 1922, 1330, 167847, 470, 10635, 428, 1193, 167844, 1786, 887, 739, 786, 957, 9996, 818, 509, 1120",10582
279844,"748, 648, 527, 167831, 471, 1400, 167775, 828, 1248, 696, 1132, 458, 525, 907, 473, 1169, 9665, 534, 370, 1124",1400
73866,"786, 10335, 887, 602, 167847, 428, 10168, 2921, 514, 454, 522, 867, 1248, 525, 1290, 12678, 470, 371, 483, 167946",786
33770,"466, 436, 3213, 449, 471, 427, 390, 1248, 9933, 1400, 454, 370, 492, 1132, 167846, 786, 604, 498, 1816, 438",471
56138,"386, 733, 10335, 786, 418, 470, 390, 1330, 167831, 474, 468, 1310, 167775, 168046, 168328, 1380, 600, 1400, 1193, 384",10041
362088,"466, 600, 492, 370, 913, 9996, 1539, 427, 506, 602, 438, 2874, 1330, 167762, 474, 449, 1001, 1683, 777, 10168",466
263545,"914, 786, 390, 418, 466, 386, 1132, 522, 733, 468, 888, 1855, 167775, 687, 774, 645, 906, 2549, 471, 403",1922
348922,"468, 167844, 466, 370, 418, 445, 424, 1330, 522, 436, 422, 512, 1000, 390, 660, 168177, 909, 456, 403, 3103",466
362104,"386, 786, 10335, 390, 449, 733, 9665, 506, 1380, 168309, 168639, 1330, 167831, 957, 1396, 3055, 914, 774, 602, 869",976
362118,"386, 786, 10335, 449, 466, 390, 9665, 733, 1330, 168639, 1248, 957, 602, 9704, 1193, 167831, 1396, 1380, 168046, 1812",733
362119,"386, 786, 10335, 390, 449, 1380, 506, 9665, 168309, 384, 733, 1400, 167831, 1330, 774, 3055, 602, 471, 869, 687",10357
124625,"696, 442, 1266, 167847, 786, 9704, 167775, 1907, 813, 644, 1058, 390, 2565, 573, 473, 828, 1909, 1041, 2534, 9713",1266
285033,"786, 10335, 759, 1248, 386, 514, 602, 696, 1124, 470, 167831, 9704, 1464, 10168, 599, 645, 914, 733, 167847, 1855",438
112404,"514, 786, 444, 9621, 2485, 1330, 573, 422, 471, 1120, 522, 887, 370, 908, 167775, 456, 3106, 886, 759, 592",168853
351238,"540, 471, 449, 1248, 168639, 924, 1805, 10168, 813, 886, 525, 541, 12552, 828, 528, 9996, 384, 168630, 168177, 458",181901
357622,"1066, 168639, 3238, 438, 512, 1058, 769, 167732, 546, 379, 9621, 422, 808, 1132, 514, 957, 168336, 167800, 499, 1922",167732
362186,"540, 168639, 471, 10168, 458, 449, 924, 443, 541, 1248, 1805, 769, 528, 167844, 384, 647, 743, 402, 525, 168177",517
184462,"506, 3102, 370, 492, 466, 454, 167762, 1922, 9704, 418, 168639, 1812, 390, 559, 167831, 887, 813, 442, 540, 1400",10120
41073,"466, 9996, 168177, 1248, 602, 646, 370, 886, 887, 1330, 512, 1362, 3213, 1342, 696, 924, 419, 600, 167926, 1539",9996
316675,"454, 887, 3213, 422, 168639, 1066, 757, 385, 390, 439, 458, 602, 1400, 786, 592, 1041, 9704, 492, 579, 1967",499
265541,"390, 442, 471, 168639, 458, 733, 386, 724, 1380, 454, 1132, 757, 506, 813, 512, 468, 470, 167762, 3213, 418",9996
53165,"748, 648, 527, 828, 458, 471, 1248, 525, 167831, 370, 418, 1400, 470, 473, 167775, 2546, 907, 1169, 9621, 403",168935
90186,"748, 648, 527, 471, 828, 458, 370, 1248, 403, 167831, 1132, 9621, 473, 167775, 1169, 9665, 907, 2546, 525, 660",168913
23955,"887, 786, 412, 454, 9996, 687, 602, 645, 168639, 765, 1067, 1342, 456, 886, 600, 428, 1106, 370, 457, 12187",887
201633,"466, 492, 474, 390, 1330, 167844, 592, 1248, 167775, 600, 468, 9996, 506, 422, 2874, 449, 370, 10444, 2485, 1001",466
122949,"9704, 786, 696, 887, 454, 1066, 390, 602, 3213, 466, 1812, 386, 906, 12552, 546, 645, 506, 499, 428, 2874",738
160330,"592, 887, 418, 168639, 168328, 454, 520, 422, 886, 458, 600, 596, 1786, 1551, 370, 2534, 1330, 644, 512, 646",181741
362251,"887, 786, 645, 9996, 687, 592, 1786, 602, 412, 646, 454, 1551, 886, 168942, 682, 9704, 2921, 1517, 428, 168639",9996
362254,"913, 466, 1248, 1001, 512, 528, 645, 613, 886, 10335, 2549, 1070, 500, 1922, 449, 527, 168644, 540, 471, 1855",913
40970,"647, 470, 412, 370, 540, 167844, 168177, 648, 1363, 457, 495, 1648, 1266, 913, 512, 430, 1248, 167847, 905, 167872",418
73418,"541, 458, 540, 470, 1362, 167844, 471, 560, 1396, 3213, 528, 3103, 813, 1532, 995, 1248, 10357, 1018, 386, 1967",1656
362279,"541, 540, 456, 471, 458, 470, 1362, 1396, 1066, 813, 528, 167844, 560, 3213, 828, 9704, 1018, 1532, 12552, 9748",12136
15451,"540, 471, 168639, 10168, 541, 924, 528, 449, 458, 769, 1805, 1248, 743, 813, 443, 384, 644, 913, 492, 1396",9704
360495,"643, 1322, 1066, 696, 3103, 1248, 430, 1362, 438, 454, 471, 512, 1855, 167790, 1922, 540, 9665, 1024, 514, 848",1171
91718,"540, 471, 168639, 458, 1248, 449, 769, 541, 10168, 644, 924, 1805, 443, 402, 168630, 743, 525, 384, 647, 886",168275
278725,"494, 1248, 645, 522, 456, 492, 390, 428, 167775, 660, 466, 512, 471, 648, 167926, 1342, 914, 1308, 913, 497",456
70620,"887, 540, 168639, 646, 924, 412, 541, 458, 454, 418, 167844, 808, 168177, 769, 9996, 687, 167946, 724, 402, 10168",644
362375,"541, 540, 458, 1362, 470, 3213, 560, 528, 9704, 492, 454, 3103, 167844, 1248, 1532, 12552, 995, 385, 1018, 1396",1251
360127,"733, 1812, 390, 386, 599, 2485, 474, 506, 522, 1551, 466, 458, 1400, 1058, 1132, 600, 1330, 443, 424, 9704",1812
138488,"1248, 786, 458, 9665, 443, 646, 471, 449, 370, 168177, 3103, 696, 540, 168639, 167926, 512, 904, 1266, 412, 9621",813
362380,"541, 540, 458, 470, 10357, 1362, 167844, 3213, 1396, 1532, 995, 3103, 1066, 560, 1248, 471, 454, 813, 1018, 492",540
249936,"466, 1330, 696, 602, 1979, 886, 887, 786, 167846, 454, 9996, 473, 9825, 167775, 3154, 957, 419, 449, 1922, 1070",167800
713,"1994, 786, 492, 167756, 887, 540, 412, 3102, 454, 3213, 1479, 418, 472, 10168, 168630, 613, 525, 660, 1269, 602",422
362420,"506, 492, 466, 442, 418, 167762, 390, 1922, 386, 2643, 1812, 924, 1400, 559, 600, 512, 2874, 167831, 546, 757",506
92375,"974, 442, 887, 443, 470, 449, 646, 10357, 468, 390, 786, 12675, 167846, 466, 1000, 168217, 2558, 445, 383, 528",974
362422,"436, 370, 418, 3213, 9621, 466, 2119, 454, 167846, 696, 473, 1922, 528, 168630, 167790, 439, 602, 1018, 1248, 1066",1564
362423,"167775, 1363, 546, 886, 517, 473, 559, 1797, 442, 1922, 828, 1539, 10878, 471, 527, 1410, 1248, 885, 971, 512",2776
288042,"786, 498, 466, 449, 386, 167844, 492, 10168, 1400, 1396, 9665, 509, 528, 9933, 167762, 913, 12675, 924, 3213, 427",168257
91703,"167831, 1909, 390, 466, 10335, 1266, 599, 1058, 370, 3055, 428, 445, 573, 468, 759, 9996, 168770, 168639, 506, 592",1716
120730,"167775, 546, 1363, 886, 1922, 473, 559, 517, 466, 442, 1539, 1797, 512, 506, 10878, 876, 471, 1330, 828, 733",1551
263346,"386, 786, 10335, 9665, 390, 449, 733, 1330, 168309, 168639, 602, 471, 167831, 869, 384, 167847, 1396, 1812, 9704, 1380",3102
82274,"443, 466, 10211, 1018, 458, 445, 506, 468, 540, 418, 644, 1979, 412, 370, 2564, 167846, 1306, 687, 454, 887",10211
206677,"390, 454, 442, 471, 458, 1248, 168639, 386, 428, 470, 757, 645, 1797, 3213, 525, 468, 1380, 424, 1132, 474",509
100513,"974, 887, 786, 442, 449, 468, 443, 646, 645, 470, 383, 167846, 445, 428, 2485, 390, 1266, 1517, 1551, 2565",578
273957,"443, 1248, 418, 458, 602, 168639, 412, 540, 167846, 1362, 470, 168007, 974, 646, 10357, 527, 2522, 9665, 3213, 3154",385
273590,"1248, 887, 913, 386, 1330, 3173, 886, 578, 412, 167844, 9933, 522, 12552, 168639, 167826, 167762, 9665, 646, 1396, 528",636
87231,"167775, 559, 1248, 168639, 648, 748, 370, 9665, 388, 579, 506, 886, 1922, 924, 522, 540, 471, 813, 1007, 647",913
160239,"1539, 466, 559, 9713, 168177, 167775, 456, 500, 167831, 769, 2549, 378, 2358, 1922, 2874, 696, 167848, 517, 1907, 430",167847
87142,"906, 1400, 10335, 1855, 645, 786, 386, 466, 2997, 438, 1539, 1132, 9933, 1322, 1018, 509, 168644, 1399, 527, 818",906
362461,"167775, 886, 1363, 1248, 828, 546, 1922, 559, 517, 473, 1330, 1539, 1797, 876, 10878, 9996, 168644, 471, 1032, 10322",449
240808,"540, 541, 458, 168639, 471, 454, 813, 10168, 470, 1362, 167844, 924, 1248, 528, 1396, 3102, 384, 525, 385, 456",522
241395,"2565, 828, 428, 813, 2534, 1352, 1266, 1248, 12552, 887, 522, 495, 645, 445, 573, 442, 1058, 2539, 412, 168756",3076
218530,"471, 390, 1248, 540, 168639, 1132, 492, 648, 546, 1797, 9665, 3103, 458, 1310, 687, 512, 3213, 886, 12552, 952",471
362493,"386, 786, 10335, 390, 449, 9665, 506, 1380, 1330, 168309, 733, 168639, 168046, 466, 1400, 1193, 167865, 869, 774, 1396",438
327579,"449, 428, 887, 1330, 687, 445, 167775, 1120, 412, 886, 168177, 1730, 1362, 1269, 2988, 1363, 3213, 468, 167926, 813",498
188797,"471, 390, 1132, 1248, 386, 167831, 1855, 466, 1797, 1812, 914, 9933, 168639, 957, 913, 813, 10335, 494, 540, 599",1076
298085,"924, 645, 540, 886, 418, 538, 492, 777, 2485, 167775, 168177, 522, 511, 167844, 3106, 2098, 10357, 1119, 3158, 509",2477
358261,"470, 167844, 1193, 167847, 386, 10335, 168300, 456, 454, 1070, 913, 466, 1922, 443, 167872, 1001, 540, 492, 422, 424",10182
153512,"1342, 1330, 646, 422, 724, 786, 887, 602, 1070, 421, 511, 1248, 3103, 640, 522, 2485, 167872, 2565, 645, 1266",442
