user_id,recomm_items,true_items
361819,"390, 471, 466, 168639, 733, 442, 512, 724, 386, 819, 645, 522, 1380, 168182, 167775, 167935, 494, 534, 640, 9704",620
321444,"466, 748, 1330, 600, 474, 168987, 1400, 1248, 534, 422, 696, 384, 10335, 390, 9665, 648, 506, 1922, 818, 168848",466
84406,"738, 786, 887, 442, 167844, 1018, 2874, 468, 1396, 454, 466, 167831, 168644, 2272, 599, 3104, 1410, 470, 885, 10438",738
210941,"466, 1330, 474, 600, 913, 168987, 384, 168177, 3106, 422, 390, 181854, 646, 1248, 10335, 1041, 2485, 534, 167800, 818",646
243220,"733, 470, 1058, 390, 10335, 167847, 599, 573, 1120, 522, 1132, 167775, 2485, 913, 499, 724, 444, 3008, 540, 1048",167855
41192,"466, 1248, 10444, 522, 592, 913, 1551, 546, 474, 500, 167844, 559, 167926, 1922, 388, 444, 2565, 9665, 168644, 9996",168399
188304,"645, 733, 390, 786, 443, 522, 470, 538, 448, 468, 924, 573, 2485, 422, 913, 1342, 1007, 494, 444, 2565",444
361823,"370, 167846, 167779, 458, 506, 1120, 403, 2540, 1066, 514, 500, 2316, 2534, 468, 908, 180702, 527, 9704, 3154, 168327",181869
81364,"512, 471, 418, 592, 647, 646, 390, 2832, 828, 492, 12675, 957, 436, 1310, 759, 672, 1228, 168177, 913, 820",786
331868,"887, 9704, 645, 386, 786, 456, 1066, 646, 644, 390, 168596, 1907, 602, 3030, 1399, 12187, 2331, 168639, 2539, 3104",410
311776,"646, 887, 492, 466, 1066, 9704, 456, 386, 506, 2980, 645, 2907, 1330, 696, 1364, 494, 2485, 613, 2832, 1399",180321
201525,"813, 828, 456, 527, 167847, 579, 442, 1396, 506, 9996, 472, 559, 12552, 540, 167762, 470, 512, 386, 9748, 682",466
361852,"466, 1330, 474, 600, 913, 168987, 384, 168177, 3106, 390, 422, 181854, 2485, 646, 1041, 534, 818, 1248, 167800, 1922",466
361857,"1979, 786, 1405, 887, 454, 370, 167846, 424, 1001, 2485, 384, 1479, 743, 886, 443, 1301, 1063, 10211, 9825, 3102",390
361878,"1269, 646, 3213, 687, 10335, 9933, 644, 696, 512, 613, 481, 724, 528, 1310, 9665, 647, 449, 168639, 466, 886",442
361891,"540, 168639, 769, 471, 1266, 1248, 525, 384, 646, 724, 1805, 522, 3106, 167847, 379, 10168, 407, 828, 385, 660",540
28211,"454, 1248, 1539, 660, 473, 9996, 887, 520, 643, 1066, 708, 1786, 168177, 1363, 402, 3173, 167790, 1069, 1532, 904",2841
361892,"733, 470, 1058, 390, 573, 167847, 10335, 599, 724, 1120, 499, 2485, 1132, 522, 418, 913, 3008, 444, 600, 540",1516
293909,"428, 786, 470, 454, 1266, 458, 1120, 167926, 449, 10335, 2565, 371, 442, 522, 1410, 456, 525, 168644, 490, 3104",428
244689,"1979, 786, 1405, 454, 370, 424, 167846, 1001, 384, 886, 2485, 887, 1479, 1063, 743, 1018, 9825, 528, 1301, 3102",9825
273734,"602, 419, 786, 456, 466, 887, 9933, 886, 957, 422, 1248, 443, 645, 468, 449, 454, 168644, 1396, 1330, 1551",180349
197855,"466, 1330, 474, 600, 913, 168987, 384, 168177, 3106, 422, 390, 1922, 602, 181854, 412, 646, 957, 2485, 1041, 534",525
240767,"443, 646, 442, 886, 645, 602, 10211, 167844, 1266, 876, 3213, 974, 168007, 10357, 2485, 648, 912, 1007, 924, 985",506
318949,"786, 470, 167775, 520, 506, 1248, 167847, 600, 660, 646, 2953, 522, 3103, 168213, 887, 386, 466, 1816, 167831, 168653",10553
361987,"1855, 914, 1001, 471, 724, 1400, 645, 888, 167831, 1730, 418, 913, 1132, 774, 168942, 813, 514, 2549, 592, 2098",786
136016,"443, 646, 442, 886, 645, 602, 3213, 10211, 167844, 1266, 876, 10357, 974, 168007, 912, 924, 985, 648, 2485, 1007",2988
35918,"913, 466, 546, 474, 168639, 512, 599, 1001, 1922, 1342, 167775, 733, 492, 2549, 724, 1248, 769, 386, 3106, 592",769
18143,"1362, 613, 592, 786, 602, 887, 1066, 3213, 646, 168007, 370, 512, 1399, 886, 528, 442, 1269, 9996, 1517, 541",3076
149562,"2874, 506, 786, 466, 386, 167762, 527, 512, 600, 813, 424, 436, 167831, 167847, 887, 738, 924, 168848, 9704, 9996",527
52917,"786, 1979, 602, 454, 466, 887, 167846, 9825, 1405, 419, 1330, 906, 2593, 2485, 456, 818, 168483, 957, 442, 1018",1979
117982,"786, 498, 449, 1248, 1132, 167844, 386, 10168, 9933, 181147, 924, 10335, 10438, 1120, 468, 427, 724, 514, 1967, 3213",1342
362030,"466, 1330, 474, 600, 913, 168987, 384, 168177, 3106, 390, 2485, 422, 181854, 1248, 818, 646, 1041, 412, 534, 167800",168458
242661,"12675, 471, 1855, 384, 10168, 957, 492, 9933, 512, 3103, 412, 386, 397, 3055, 470, 12552, 1551, 168653, 439, 1396",168374
356087,"456, 1922, 167847, 540, 471, 389, 786, 1248, 168639, 602, 696, 2558, 1266, 492, 12332, 436, 386, 407, 1396, 384",10120
271207,"786, 1248, 696, 468, 167926, 514, 456, 428, 9704, 12552, 9996, 552, 1816, 168301, 167956, 483, 454, 168644, 924, 167775",599
362083,"456, 422, 1330, 167775, 167847, 9619, 546, 12617, 886, 3106, 167762, 1797, 2789, 2098, 599, 957, 419, 2055, 527, 10335",2008
42672,"733, 470, 1058, 390, 10335, 599, 573, 167847, 1132, 1120, 913, 499, 724, 2485, 522, 167775, 3008, 1048, 540, 444",2403
261571,"1539, 786, 1248, 9552, 468, 1066, 473, 9996, 1069, 1797, 12552, 915, 500, 924, 2456, 167775, 1308, 1363, 466, 494",10344
83882,"456, 422, 1248, 1342, 10635, 428, 1922, 538, 168639, 602, 2534, 1786, 1330, 1058, 2565, 1120, 1362, 2316, 739, 887",10582
279844,"748, 527, 167775, 471, 1400, 506, 886, 3102, 528, 648, 696, 828, 813, 473, 1169, 167831, 579, 1855, 559, 1724",1400
73866,"786, 1248, 696, 514, 468, 428, 167926, 12552, 552, 1816, 168301, 168644, 10335, 483, 3102, 924, 167956, 908, 498, 2576",786
33770,"436, 1248, 3213, 427, 466, 370, 492, 449, 471, 422, 786, 498, 10322, 2525, 10168, 443, 9996, 9621, 528, 9933",471
56138,"386, 733, 470, 522, 10335, 390, 468, 167831, 466, 913, 167847, 384, 599, 1905, 1132, 168046, 1907, 520, 1375, 167865",10041
362088,"466, 1330, 474, 600, 913, 168987, 384, 390, 168177, 3106, 422, 646, 181854, 2485, 1041, 1248, 534, 167800, 818, 9552",466
263545,"914, 786, 645, 724, 418, 888, 1730, 1132, 1001, 1855, 913, 687, 390, 494, 500, 9996, 774, 1539, 167926, 1120",1922
348922,"468, 786, 470, 418, 167847, 167844, 10335, 602, 466, 3104, 444, 2540, 371, 386, 456, 682, 378, 167846, 497, 525",466
362104,"386, 522, 456, 390, 470, 10335, 167831, 9704, 506, 602, 449, 168046, 168177, 466, 468, 3213, 869, 167865, 1396, 904",976
362118,"386, 522, 456, 470, 390, 10335, 167831, 1248, 466, 602, 168177, 9704, 168046, 449, 913, 3213, 468, 869, 167865, 904",733
362119,"386, 522, 456, 390, 10335, 470, 167831, 602, 466, 449, 506, 168046, 168177, 468, 3213, 9704, 904, 167865, 869, 1551",10357
124625,"442, 696, 786, 1266, 443, 424, 430, 390, 428, 540, 906, 167775, 10878, 915, 379, 828, 769, 10405, 743, 2565",1266
285033,"786, 1248, 696, 514, 759, 468, 12552, 1816, 9704, 167926, 552, 924, 1124, 10289, 168301, 167956, 1464, 498, 2773, 403",438
112404,"786, 514, 444, 418, 9621, 471, 708, 1120, 468, 466, 167790, 733, 167846, 500, 573, 9996, 167956, 167847, 3238, 1001",168853
351238,"540, 1248, 1266, 471, 168639, 449, 769, 525, 9996, 1805, 646, 384, 724, 10168, 528, 2316, 828, 541, 1132, 454",181901
357622,"456, 168639, 1058, 422, 541, 957, 1066, 492, 1464, 167732, 3238, 769, 9933, 788, 520, 759, 481, 1922, 12142, 168328",167732
362186,"540, 769, 168639, 1266, 471, 1248, 525, 384, 1805, 724, 167847, 646, 3106, 379, 522, 10168, 828, 407, 660, 541",517
184462,"506, 3102, 1248, 3213, 748, 1400, 525, 924, 168177, 167831, 454, 1797, 168848, 168630, 527, 9996, 813, 1812, 445, 9757",10120
41073,"9996, 602, 466, 1248, 168177, 1539, 1330, 506, 613, 924, 167762, 1066, 419, 600, 449, 786, 3055, 3103, 604, 2544",9996
316675,"454, 887, 449, 3213, 520, 786, 10456, 602, 757, 2476, 422, 168942, 428, 9704, 1248, 924, 525, 2593, 2316, 660",499
265541,"390, 471, 168639, 466, 733, 442, 386, 724, 645, 819, 512, 1380, 534, 168182, 522, 167935, 9704, 644, 494, 1812",9996
53165,"748, 527, 167775, 471, 506, 1400, 648, 3102, 886, 528, 813, 828, 473, 579, 1724, 559, 534, 696, 1169, 9621",168935
90186,"748, 527, 167775, 471, 506, 1400, 3102, 648, 886, 528, 696, 828, 813, 473, 1724, 579, 559, 9621, 1169, 534",168913
23955,"887, 456, 12187, 1400, 9704, 688, 454, 457, 765, 2316, 602, 370, 497, 1907, 1067, 10222, 1909, 646, 739, 645",887
201633,"466, 390, 1330, 474, 913, 600, 168987, 522, 168177, 534, 2485, 733, 384, 168182, 1248, 168639, 181854, 10444, 492, 9665",466
122949,"9704, 887, 786, 645, 3104, 386, 390, 696, 454, 1066, 456, 3213, 506, 3030, 3106, 1907, 602, 168596, 10450, 167957",738
160330,"887, 592, 418, 168639, 168328, 454, 507, 1551, 1362, 370, 644, 559, 167831, 456, 600, 1400, 1786, 957, 596, 579",181741
362251,"887, 456, 9704, 786, 12187, 688, 454, 457, 1907, 1786, 1400, 739, 1362, 602, 646, 370, 2316, 169054, 765, 497",9996
362254,"913, 466, 512, 546, 168639, 1001, 474, 733, 1922, 599, 1248, 1342, 724, 2549, 492, 386, 769, 167775, 3106, 592",913
40970,"647, 512, 412, 470, 458, 1266, 495, 592, 466, 828, 648, 492, 370, 430, 1648, 769, 167872, 1363, 724, 957",418
73418,"541, 456, 458, 1362, 470, 540, 1248, 3213, 560, 492, 1266, 12552, 1967, 828, 869, 596, 168639, 995, 428, 1058",1656
362279,"541, 456, 458, 1362, 540, 470, 492, 3213, 1248, 560, 828, 12552, 1266, 1132, 525, 1967, 457, 869, 596, 168755",12136
15451,"540, 769, 471, 168639, 1266, 1248, 525, 724, 1805, 384, 379, 3106, 646, 10168, 167847, 828, 541, 522, 407, 1132",9704
360495,"1248, 643, 1322, 1066, 696, 3213, 471, 422, 3103, 1362, 167790, 512, 458, 1396, 167762, 506, 848, 724, 574, 904",1171
91718,"540, 769, 168639, 471, 1266, 1248, 525, 384, 1805, 724, 646, 379, 3106, 167847, 541, 660, 522, 828, 407, 10168",168275
278725,"494, 645, 390, 1248, 1342, 167775, 599, 648, 913, 386, 914, 500, 1308, 1539, 886, 1058, 696, 497, 640, 9552",456
70620,"887, 540, 646, 168639, 471, 454, 456, 2316, 1058, 457, 9704, 379, 724, 769, 167847, 384, 541, 739, 660, 1266",644
362375,"541, 456, 458, 1362, 470, 540, 3213, 492, 1248, 560, 12552, 1266, 1967, 828, 1058, 915, 596, 1132, 525, 428",1251
360127,"733, 390, 1812, 522, 386, 599, 167847, 167775, 1058, 471, 724, 540, 573, 1907, 1132, 1905, 499, 2485, 506, 2643",1812
138488,"1248, 786, 449, 9996, 471, 3213, 466, 384, 167926, 1266, 540, 528, 181147, 3103, 3102, 643, 454, 646, 1709, 168639",813
362380,"541, 456, 458, 1362, 470, 540, 3213, 1248, 492, 560, 12552, 828, 1266, 1967, 1058, 995, 596, 428, 869, 525",540
249936,"786, 1979, 602, 454, 1330, 887, 167846, 9825, 906, 1405, 419, 456, 9996, 592, 1400, 2593, 466, 2485, 168483, 403",167800
713,"887, 1994, 471, 540, 3102, 1248, 167846, 167756, 660, 454, 506, 168639, 613, 1294, 1124, 525, 2316, 473, 438, 418",422
362420,"506, 527, 1400, 1922, 2874, 167762, 167831, 660, 386, 924, 813, 168848, 9665, 757, 748, 1812, 422, 9704, 492, 168630",506
92375,"786, 974, 443, 428, 442, 167846, 12675, 449, 470, 509, 1294, 492, 439, 2020, 1396, 1551, 645, 168217, 1070, 2485",974
362422,"3213, 167790, 9621, 2119, 514, 660, 528, 646, 1362, 10322, 470, 602, 520, 696, 436, 599, 418, 168630, 456, 384",1564
362423,"167775, 886, 786, 1797, 876, 449, 1330, 473, 546, 1363, 167847, 168644, 471, 10878, 1922, 10322, 517, 442, 500, 733",2776
288042,"786, 498, 449, 1132, 1248, 167844, 181147, 9933, 10168, 924, 427, 3213, 10438, 386, 514, 468, 1120, 724, 2020, 10335",168257
91703,"167831, 1909, 887, 520, 600, 456, 1551, 1058, 573, 3055, 442, 757, 759, 506, 168770, 1907, 470, 454, 168309, 522",1716
120730,"167775, 886, 1797, 876, 786, 546, 449, 1330, 473, 1363, 167847, 168644, 1922, 471, 10878, 10322, 517, 522, 500, 442",1551
263346,"386, 522, 456, 10335, 390, 470, 167831, 466, 449, 602, 168177, 9704, 1248, 168046, 506, 468, 3213, 869, 818, 167865",3102
82274,"443, 1018, 10211, 454, 602, 384, 887, 886, 370, 1063, 466, 876, 445, 506, 687, 1979, 168756, 167844, 646, 10357",10211
206677,"390, 645, 168639, 442, 819, 466, 522, 640, 471, 494, 386, 512, 733, 9704, 428, 167775, 534, 474, 2565, 1812",509
100513,"786, 974, 443, 442, 428, 167846, 645, 449, 509, 12675, 2020, 1396, 1294, 445, 1551, 1266, 470, 1362, 468, 2485",578
273957,"443, 646, 442, 886, 645, 602, 10211, 3213, 167844, 1266, 876, 974, 168007, 10357, 2485, 1007, 648, 912, 985, 474",385
273590,"887, 1248, 3173, 456, 578, 167762, 546, 168653, 1400, 386, 168304, 167865, 167826, 1730, 168177, 886, 418, 1786, 2643, 9933",636
87231,"559, 466, 167844, 748, 813, 579, 1922, 388, 506, 647, 384, 3102, 9665, 540, 168177, 168866, 1330, 1400, 1855, 828",913
160239,"500, 1539, 466, 696, 769, 2358, 559, 167831, 9996, 2549, 378, 10335, 12570, 2874, 1378, 528, 9713, 1001, 9704, 167848",167847
87142,"1400, 1855, 906, 466, 2997, 602, 384, 645, 724, 527, 438, 818, 592, 1018, 1399, 9933, 2564, 1001, 995, 168007",906
362461,"167775, 886, 1797, 786, 876, 449, 1330, 473, 546, 167847, 1363, 168644, 1922, 10878, 10322, 471, 522, 517, 500, 748",449
240808,"540, 541, 456, 1248, 1266, 168639, 471, 525, 458, 1132, 769, 522, 10168, 724, 1362, 3213, 887, 454, 3106, 2316",522
241395,"2565, 645, 428, 390, 167872, 522, 167800, 481, 2539, 828, 646, 1058, 422, 1342, 875, 442, 1464, 10041, 696, 1647",3076
218530,"471, 512, 390, 1248, 540, 9665, 724, 1070, 168642, 9621, 1855, 438, 886, 514, 3096, 648, 397, 952, 168639, 1064",471
362493,"386, 522, 456, 390, 470, 10335, 167831, 466, 506, 1248, 168046, 168177, 449, 9704, 602, 3213, 167865, 869, 904, 913",438
327579,"449, 428, 454, 3213, 1266, 687, 445, 10335, 456, 525, 1363, 786, 1551, 468, 167844, 2798, 481, 9996, 2316, 908",498
188797,"471, 1248, 540, 167831, 390, 1855, 1132, 168639, 724, 438, 10335, 733, 3102, 599, 748, 1070, 1812, 3096, 757, 1380",1076
298085,"924, 786, 645, 522, 167844, 538, 2485, 168942, 1539, 168301, 777, 602, 540, 886, 2488, 1396, 506, 10168, 1551, 168754",2477
358261,"470, 456, 1193, 167844, 439, 386, 167847, 1855, 1001, 168300, 10335, 528, 786, 10806, 10357, 913, 1922, 672, 1396, 957",10182
